キャリア,機種名,ニックネーム,メーカー（ロゴ）,メーカー（社名）,発売日,通信方式,プロセッサ,RAM,ROM,質量[g],画面サイズ（インチ）,ディスプレイ種別,画面解像度（縦×横）,液晶最大表示色数,ハードウェアキー,テザリング,赤外線,GPS,電子コンパス,非接触充電（ワイヤレス給電/おくだけ充電）,ワンセグ,マルチメディア放送（モバキャス）,3D,防水,データ更新日,,,,,,,,,,,,
docomo,P-02E,ELUGA X,Panasonic,パナソニック モバイルコミュニケーションズ,2013/1/30,FOMA HIGHSPEED,Qualcomm Snapdragon APQ8064 1.5GHz,2GB,32GB,152,5,Super LCD3,1920×1080,"16,777,216",-,Y,Y,Y,Y,Y,Y,Y,N,Y,2013/1/30,,,,,,,,,,,,
docomo,P-03E,ELUGA P,Panasonic,パナソニック モバイルコミュニケーションズ,2013/6/15,FOMA HIGHSPEED,APQ8064T 1.7GHz （Quad Core）,2GB,32GB,146,4.7,TFT液晶,1920×1080,"16,777,216",-,Y,Y,Y,Y,Y,Y,Y,N,Y,2013/6/19,,,,,,,,,,,,
docomo,P-04D,-,Panasonic,パナソニック モバイルコミュニケーションズ,2012/3/29,FOMA HIGHSPEED,Texas Instruments OMAP4430 1GHz,1GB,16GB,103,4.3,有機EL,960×540,"16,777,216",-,Y,N,Y,Y,N,N,N,N,Y,2012/4/3,,,,,,,,,,,,
docomo,P-05D,Disney Mobile on docomo,Panasonic,パナソニック モバイルコミュニケーションズ,2012/3/22,FOMA HIGHSPEED,Texas Instruments OMAP4430 1GHz,1GB,16GB,103,4.3,有機EL,960×540,"16,777,216",-,Y,N,Y,Y,N,N,N,N,Y,2012/3/22,,,,,,,,,,,,
docomo,P-06D,ELUGA V ,Panasonic,パナソニック モバイルコミュニケーションズ,2012/7/12,FOMA HIGHSPEED,Texas Instruments OMAP4460 1.5GHz,1GB,8GB,126,4.6,TFT液晶,1280×720,"16,777,216",-,Y,Y,Y,Y,Y,Y,N,N,Y,2012/7/17,,,,,,,,,,,,
docomo,P-07C,-,Panasonic,パナソニック モバイルコミュニケーションズ,2011/8/13,FOMA HIGHSPEED,Texas Instruments OMAP3630 1.0GHz,512MB,1GB,139,4.3,TFT液晶,854×480,"262,144",-,Y,Y,Y,Y,N,Y,N,N,N,2011/9/9,,,,,,,,,,,,
docomo,P-07D,ELUGA power,Panasonic,パナソニック モバイルコミュニケーションズ,2012/8/10,FOMA HIGHSPEED,Qualcomm Snapdragon MSM8960 1.5GHz,1GB,8GB,129,5,TFT液晶,1280×720,"16,777,216",-,Y,N,Y,Y,N,N,N,N,Y,2012/8/10,,,,,,,,,,,,
docomo,Pixel 3,-,HTC,HTC Corporation,2018/11/1,-,SDM845 2.5GHz（Quad Core）＋1.6Ghz（Quad Core）,4GB,64GB,148,5.5,有機EL,2160×1080,"16,777,216",-,Y,N,Y,Y,Y,N,N,N,Y,2018/11/9,,,,,,,,,,,,
docomo,Pixel 3 XL,-,HTC,HTC Corporation,2018/11/1,-,SDM845 2.5GHz（Quad Core）＋1.6Ghz（Quad Core）,4GB,128GB,184,6.3,有機EL,2960×1440,"16,777,216",-,Y,N,Y,Y,Y,N,N,N,Y,2018/11/9,,,,,,,,,,,,
docomo,SC-01B,-,SAMSUNG,サムスン電子,2010/2/26,FOMA HIGHSPEED,-,256MB,512MB,130,2.6,TFT液晶,320×320,"65,536",Q,N,N,Y,Y,N,N,N,N,N,2011/7/11,,,,,,,,,,,,
docomo,SC-01F,GALAXY Note III,SAMSUNG,サムスン電子,2013/10/17,FOMA HIGHSPEED,MSM8974 2.3GHz（Quad Core）,3GB,32GB,172,5.7,有機EL,1920×1080,"16,777,216",-,Y,N,Y,Y,N,Y,Y,N,N,2013/10/18,,,,,,,,,,,,
docomo,SC-01G,GALAXY Note Edge,SAMSUNG,サムスン電子,2014/10/23,FOMA HIGHSPEED,QualcommAPQ8084　2.7GHz（Quad Core）,3GB,32GB,177,5.6,有機EL,2560×(1440+160),"16,777,216",-,Y,N,Y,Y,N,Y,Y,N,N,2014/10/27,,,,,,,,,,,,
docomo,SC-01H,Galaxy Active neo,SAMSUNG,サムスン電子,2015/11/12,FOMA HIGHSPEED,Qualcomm MSM8916 1.2GHz（Quad Core）,2GB,16GB,154,4.5,TFT液晶,800×480,"16,777,216",-,Y,N,Y,Y,N,Y,N,N,Y,2016/10/26,,,,,,,,,,,,
docomo,SC-01K,Galaxy Note8,SAMSUNG,サムスン電子,2017/10/26,FOMA HIGHSPEED,MSM8998 2.35GHz（Quad Core）＋1.9GHz（Quad Core）,4GB,64GB,190,6.3,Super AMOLED,2960×1440,"16,777,216",-,Y,N,Y,Y,Y,Y,N,N,Y,2017/10/31,,,,,,,,,,,,
docomo,SC-01L,Galaxy Note9,SAMSUNG,サムスン電子,2018/10/25,FOMA HIGHSPEED,SDM845 2.8GHz（Quad Core）＋1.7Ghz（Quad Core）,6GB,128GB,201,6.4,Super AMOLED,2960×1440,"16,777,216",-,Y,N,Y,Y,Y,Y,N,N,Y,2018/10/26,,,,,,,,,,,,
docomo,SC-02B,GALAXY S,SAMSUNG,サムスン電子,2010/10/28,FOMA HIGHSPEED,Samsung S5PC110 1GHz,512MB,512MB,118,4,有機EL,800×480,"16,777,216",-,N,N,Y,Y,N,N,N,N,N,2011/12/12,,,,,,,,,,,,
docomo,SC-02C,GALAXY S II,SAMSUNG,サムスン電子,2011/6/23,FOMA HIGHSPEED,Samsung S5PC210 1.2GHz,1GB,16GB,120,4.2,有機EL,800×480,"16,777,216",-,N,Y,Y,Y,N,Y,N,N,N,2011/7/11,,,,,,,,,,,,
docomo,SC-02E,GALAXY Note II?,SAMSUNG,サムスン電子,2012/11/16,FOMA HIGHSPEED,Samsung Exynos 4412 1.6GHz,2GB,32GB,189,5.5,有機EL,1280×720,"16,777,216",-,Y,N,Y,Y,N,Y,N,N,N,2012/11/19,,,,,,,,,,,,
docomo,SC-02F,GALAXY J,SAMSUNG,サムスン電子,2013/10/31,FOMA HIGHSPEED,MSM8974 2.3GHz（Quad Core）,3GB,32GB,146,5,有機EL,1920×1080,"16,777,216",-,Y,N,Y,Y,N,Y,Y,N,N,2013/11/1,,,,,,,,,,,,
docomo,SC-02G,GALAXY S5 ACTIVE,SAMSUNG,サムスン電子,2014/10/4,FOMA HIGHSPEED,MSM8974AC 2.5GHz（Quad Core）,2GB,16GB,171,5.1,有機EL,1920×1080,"16,777,216",-,Y,N,Y,Y,N,Y,N,N,Y,2014/10/7,,,,,,,,,,,,
docomo,SC-02H,Galaxy S7 edge,SAMSUNG,サムスン電子,2016/5/19,FOMA HIGHSPEED,MSM8996 2.2GHz＋1.6GHz（Quad Core）,4GB,32GB,158,5.5,Super AMOLED,2560×1440,"16,777,216",-,Y,N,Y,Y,N,Y,N,N,Y,2016/5/24,,,,,,,,,,,,
docomo,SC-02J,Galaxy S8,SAMSUNG,サムスン電子,2017/6/8,FOMA HIGHSPEED,MSM8998 2.35GHz（Quad Core）＋1.9GHz（Quad Core）,4GB,64GB,150,5.8,Super AMOLED,2960×1440,"16,777,216",-,Y,N,Y,Y,Y,Y,N,N,Y,2017/6/13,,,,,,,,,,,,
docomo,SC-02K,Galaxy S9,SAMSUNG,サムスン電子,2018/5/18,FOMA HIGHSPEED,SDM845 2.8GHz（Quad Core）＋1.7Ghz（Quad Core）,4GB,64GB,161,5.8,Super AMOLED,2960×1440,"16,777,216",-,Y,N,Y,Y,Y,Y,N,N,Y,2018/5/22,,,,,,,,,,,,
docomo,SC-02L,Galaxy Feel2,SAMSUNG,サムスン電子,2018/11/9,FOMA HIGHSPEED,Exynos7885 2.2GHz(Quad Core)＋1.6Ghz（Quad Core）,4GB,32GB,168,5.6,OLED,1480×720,"16,777,216",-,Y,N,Y,Y,N,Y,N,N,Y,2018/11/13,,,,,,,,,,,,
docomo,SC-03D,GALAXY S II LTE,SAMSUNG,サムスン電子,2011/11/24,FOMA HIGHSPEED,Qualcomm Snapdragon APQ8060 1.5GHz,1GB,16GB,130,4.5,有機EL,800×480,"16,777,216",-,Y,N,Y,Y,N,N,N,N,N,2011/11/28,,,,,,,,,,,,
docomo,SC-03E,GALAXY S III α,SAMSUNG,サムスン電子,2012/12/5,FOMA HIGHSPEED,Samsung Exynos 4412 1.6GHz,2GB,32GB,139,4.8,有機EL,1280×720,"16,777,216",-,Y,N,Y,Y,N,Y,N,N,N,2012/12/7,,,,,,,,,,,,
docomo,SC-03J,Galaxy S8+,SAMSUNG,サムスン電子,2017/6/8,FOMA HIGHSPEED,MSM8998 2.35GHz（Quad Core）＋1.9GHz（Quad Core）,4GB,64GB,173,6.2,Super AMOLED,2960×1440,"16,777,216",-,Y,N,Y,Y,Y,Y,N,N,Y,2017/6/13,,,,,,,,,,,,
docomo,SC-03K,Galaxy S9+,SAMSUNG,サムスン電子,2018/5/18,FOMA HIGHSPEED,SDM845 2.8GHz（Quad Core）＋1.7Ghz（Quad Core）,6GB,64GB,187,6.2,Super AMOLED,2960×1440,"16,777,216",-,Y,N,Y,Y,Y,Y,N,N,Y,2018/5/22,,,,,,,,,,,,
docomo,SC-04D,GALAXY NEXUS,SAMSUNG,サムスン電子,2011/12/2,FOMA HIGHSPEED,Texas Instruments OMAP4460 1.2GHz,1GB,16GB,138,4.7,スーパー有機EL,1280×720,"16,777,216",-,Y,N,Y,Y,N,N,N,N,N,2011/12/6,,,,,,,,,,,,
docomo,SC-04E,GALAXY S4,SAMSUNG,サムスン電子,2013/5/23,FOMA HIGHSPEED,APQ8064T 1.9GHz（Quad Core）,2GB,32GB,134,5,Super LCD3,1920×1080,"16,777,216",-,Y,N,Y,Y,N,Y,Y,N,N,2013/5/24,,,,,,,,,,,,
docomo,SC-04F,GALAXY S5,SAMSUNG,サムスン電子,2014/5/15,FOMA HIGHSPEED,MSM8974AC 2.5GHz（Quad Core）,2GB,32GB,147,5.1,Super AMOLED,1920×1080,"16,777,216",-,Y,N,Y,Y,N,Y,Y,N,Y,2014/5/19,,,,,,,,,,,,
docomo,SC-04G,Galaxy S6 edge,SAMSUNG,サムスン電子,2015/4/23,FOMA HIGHSPEED,Exynos 7420 Octa Core 2.1GHz（Quad Core） + 1.5GHz（Quad Core）,3GB,64GB,132,5.1,有機EL,2560×1440,"16,777,216",-,Y,N,Y,Y,Y,Y,Y,N,N,2015/4/27,,,,,,,,,,,,
docomo,SC-04J,Galaxy Feel,SAMSUNG,サムスン電子,2017/6/15,FOMA HIGHSPEED,Exynos7870 1.6GHz(Octa Core),3GB,32GB,149,4.7,Super AMOLED,1280×720,"16,777,216",-,Y,N,Y,Y,N,Y,N,N,Y,2017/6/20,,,,,,,,,,,,
docomo,SC-05D,GALAXY Note,SAMSUNG,サムスン電子,2012/4/6,FOMA HIGHSPEED,Qualcomm Snapdragon APQ8060 1.5GHz,1GB,16GB,184,5.3,スーパー有機EL,1280×800,"16,777,216",-,Y,N,Y,Y,N,Y,N,N,N,2012/4/10,,,,,,,,,,,,
docomo,SC-05G,Galaxy S6,SAMSUNG,サムスン電子,2015/4/23,FOMA HIGHSPEED,Exynos 7420 Octa Core 2.1GHz（Quad Core） + 1.5GHz（Quad Core）,3GB,32GB,138,5.1,有機EL,2560×1440,"16,777,216",-,Y,N,Y,Y,Y,Y,N,N,N,2015/4/27,,,,,,,,,,,,
docomo,SC-06D,GALAXY S Ⅲ,SAMSUNG,サムスン電子,2012/6/28,FOMA HIGHSPEED,Qualcomm Snapdragon MSM8960 1.5GHz,2GB,32GB,139,4.8,有機EL,1280×720,"16,777,216",-,Y,N,Y,Y,N,Y,N,N,N,2012/6/28,,,,,,,,,,,,
docomo,SH-01D,AQUOS PHONE,SHARP,シャープ,2011/12/2,FOMA HIGHSPEED,Texas Instruments OMAP4430 1GHz,1GB,4GB,138,4.5,NewモバイルASV液晶,1280×720,"16,777,216",-,Y,Y,Y,Y,N,Y,N,Y,Y,2011/12/6,,,,,,,,,,,,
docomo,SH-01E,AQUOS PHONE si,SHARP,シャープ,2012/10/5,FOMA HIGHSPEED,Qualcomm Snapdragon MSM8960 1.5GHz,1GB,16GB,115,4.1,CG Silicon液晶,960×540,"16,777,216",-,Y,Y,Y,Y,N,Y,N,N,Y,2012/10/9,,,,,,,,,,,,
docomo,SH-01E,Vivian Westwood,SHARP,シャープ,2012/12/8,FOMA HIGHSPEED,Qualcomm Snapdragon MSM8960 1.5GHz,1GB,16GB,115,4.1,CG Silicon液晶,960×540,"16,777,216",-,Y,Y,Y,Y,N,Y,N,N,Y,2012/12/10,,,,,,,,,,,,
docomo,SH-01F,AQUOS PHONE ZETA,SHARP,シャープ,2013/11/7,FOMA HIGHSPEED,MSM8974 2.2GHz （Quad Core）,2GB,32GB,139,5,IGZO,1920×1080,"16,777,216",-,Y,N,Y,Y,N,Y,Y,N,Y,2013/11/8,,,,,,,,,,,,
docomo,SH-01F,DRAGON QUEST,SHARP,シャープ,2013/12/7,FOMA HIGHSPEED,MSM8974 2.2GHz （Quad Core）,2GB,32GB,139,5,IGZO,1920×1080,"16,777,216",-,Y,N,Y,Y,N,Y,Y,N,Y,2013/12/10,,,,,,,,,,,,
docomo,SH-01G,AQUOS ZETA,SHARP,シャープ,2014/11/14,FOMA HIGHSPEED,MSM8974AB 2.3GHz（Quad Core）,2GB,32GB,159,5.5,TFT液晶,1920×1080,"16,777,216",-,Y,Y,Y,Y,N,Y,Y,N,Y,2014/11/17,,,,,,,,,,,,
docomo,SH-01H,AQUOS ZETA,SHARP,シャープ,2015/10/29,FOMA HIGHSPEED,MSM8992 1.8GHz（Dual Core） + 1.4GHｚ（Quad Core）,3GB,32GB,151,5.3,IGZO,1920×1080,"16,777,216",-,Y,N,Y,Y,N,Y,Y,N,Y,2015/11/2,,,,,,,,,,,,
docomo,SH-01J,AQUOS ケータイ,SHARP,シャープ,2016/10/21,FOMA HIGHSPEED,MSM8909 1.1GHz（Quad Core）,1GB,8GB,132,3.4,TFT液晶,960×540,"16,777,216",T,N,Y,Y,N,N,Y,N,N,Y,2016/10/26,,,,,,,,,,,,
docomo,SH-01K,AQUOS sense,SHARP,シャープ,2017/11/10,FOMA HIGHSPEED,MSM8937 1.4GHz（Quad Core）＋1.1GHz（Quad Core）,3GB,32GB,148,5,IGZO,1920×1080,"16,777,216",-,Y,N,Y,Y,N,N,N,N,Y,2017/11/15,,,,,,,,,,,,
docomo,SH-01L,AQUOS sense2,SHARP,シャープ,2018/12/14,FOMA HIGHSPEED,SDM450 1.8GHz(Octa Core),3GB,32GB,155,5.5,TFT液晶,2160×1080,"16,777,216",-,Y,N,Y,Y,N,N,N,N,Y,2018/12/15,,,,,,,,,,,,
docomo,SH-02D,AQUOS PHONE slider,SHARP,シャープ,2011/12/7,FOMA HIGHSPEED,Qualcomm Snapdragon MSM8255 1GHz,512MB,2GB,155,3.7,NewモバイルASV液晶,960×540,"262,144",T,Y,Y,Y,Y,Y,Y,N,N,Y,2011/12/8,,,,,,,,,,,,
docomo,SH-02E,AQUOS PHONE ZETA,SHARP,シャープ,2012/11/29,FOMA HIGHSPEED,Qualcomm Snapdragon APQ8064 1.5GHz,2GB,32GB,152,4.9,TFT液晶,1280×720,"16,777,216",-,Y,Y,Y,Y,N,Y,Y,N,Y,2012/12/4,,,,,,,,,,,,
docomo,SH-02F,AQUOS PHONE EX,SHARP,シャープ,2014/1/24,FOMA HIGHSPEED,MSM8974 2.2GHz （Quad Core）,2GB,16GB,120,4.5,IGZO,1920×1080,"16,777,216",-,Y,N,Y,Y,N,Y,N,N,Y,2014/1/27,,,,,,,,,,,,
docomo,SH-02G,Disney Mobile on docomo,SHARP,シャープ,2014/11/20,FOMA HIGHSPEED,MSM8974AB 2.3GHz（Quad Core）,2GB,32GB,159,5.5,TFT液晶,1920×1080,"16,777,216",-,Y,Y,Y,Y,N,Y,Y,N,Y,2014/11/26,,,,,,,,,,,,
docomo,SH-02H,AQUOS Compact,SHARP,シャープ,2015/12/4,FOMA HIGHSPEED,MSM8992 1.8GHz（Dual Core） + 1.4GHｚ（Quad Core）,3GB,16GB,120,4.7,IGZO,1920×1080,"16,777,216",-,Y,N,Y,Y,N,Y,Y,N,Y,2015/12/8,,,,,,,,,,,,
docomo,SH-02J,AQUOS EVER,SHARP,シャープ,2016/11/4,FOMA HIGHSPEED,MSM8937 1.4GHz（Quad Core）＋1.1GHz（Quad Core）,2GB,16GB,138,5,IGZO,1280×720,"16,777,216",-,Y,N,Y,Y,N,N,N,N,Y,2016/11/8,,,,,,,,,,,,
docomo,SH-03C,LYNX 3D,SHARP,シャープ,2010/12/3,FOMA HIGHSPEED,Qualcomm Snapdragon QSD8250 1GHz,512MB,1GB,140,3.8,NewモバイルASV液晶,800×480,"65,536",-,N,Y,Y,Y,N,Y,N,Y,N,2011/12/12,,,,,,,,,,,,
docomo,SH-03F,スマートフォン for ジュニア2,SHARP,シャープ,2014/2/1,FOMA HIGHSPEED,MSM8960 1.5GHz（Dual Core）,1GB,8GB,120,4.1,CG Silicon液晶,960×540,"16,777,216",-,N,Y,Y,N,N,N,N,N,Y,2014/2/12,,,,,,,,,,,,
docomo,SH-03G,AQUOS ZETA,SHARP,シャープ,2015/5/28,FOMA HIGHSPEED,Qualcomm MSM8994 Octa Core 2.0GHz（Quad） + 1.5GHz（Quad）,3GB,32GB,150,5.5,IGZO,1920×1080,"16,777,216",-,Y,N,Y,Y,N,Y,Y,N,Y,2015/6/1,,,,,,,,,,,,
docomo,SH-03J,AQUOS R,SHARP,シャープ,2017/7/7,FOMA HIGHSPEED,MSM8998 2.2GHz（Quad Core）＋1.9GHz（Quad Core）,4GB,64GB,169,5.3,IGZO,2560×1440,"16,777,216",-,Y,N,Y,Y,N,Y,N,N,Y,2017/7/11,,,,,,,,,,,,
docomo,SH-03K,AQUOS R2,SHARP,シャープ,2018/6/8,FOMA HIGHSPEED,SDM845 2.6GHz（Quad Core）＋1.7GHz（Quad Core）,4GB,64GB,181,6,IGZO,3040×1440,"16,777,216",-,Y,N,Y,Y,N,Y,N,N,Y,2018/6/12,,,,,,,,,,,,
docomo,SH-04D,Q-pot.Phone,SHARP,シャープ,2012/2/14,FOMA HIGHSPEED,Qualcomm Snapdragon MSM8255 1GHz,512MB,2GB,125,3.7,NewモバイルASV液晶,960×540,"262,144",-,Y,Y,Y,Y,Y,N,N,N,Y,2012/5/29,,,,,,,,,,,,
docomo,SH-04E,AQUOS PHONE EX,SHARP,シャープ,2013/1/25,FOMA HIGHSPEED,Qualcomm Snapdragon APQ8064 1.5GHz,2GB,16GB,145,4.5,Super LCD3,1280×720,"16,777,216",-,Y,Y,Y,Y,Y,Y,N,N,Y,2013/1/29,,,,,,,,,,,,
docomo,SH-04F,AQUOS ZETA,SHARP,シャープ,2014/5/23,FOMA HIGHSPEED,MSM8974AB 2.3GHz（Quad Core）,2GB,32GB,154,5.4,TFT液晶,1920×1080,"16,777,216",-,Y,Y,Y,Y,N,Y,Y,N,Y,2016/11/8,,,,,,,,,,,,
docomo,SH-04G,AQUOS EVER,SHARP,シャープ,2015/6/19,FOMA HIGHSPEED,MSM8926　1.2GHz（Quad Core）,2GB,16GB,139,5,TFT液晶,1280×720,"16,777,216",-,Y,Y,Y,Y,N,N,N,N,Y,2015/6/22,,,,,,,,,,,,
docomo,SH-04H,AQUOS ZETA,SHARP,シャープ,2016/6/10,FOMA HIGHSPEED,MSM8996 2.2GHz＋1.6GHz（Quad Core）,3GB,32GB,155,5.3,IGZO,1920×1080,"16,777,216",-,Y,N,Y,Y,N,Y,N,N,Y,2016/6/15,,,,,,,,,,,,
docomo,SH-05E,スマートフォン for ジュニア,SHARP,シャープ,2013/2/1,FOMA HIGHSPEED,Qualcomm Snapdragon MSM8960 1.5GHz,1GB,8GB,120,4.1,Super LCD3,960×540,"16,777,216",-,N,Y,Y,Y,N,N,N,N,Y,2013/10/17,,,,,,,,,,,,
docomo,SH-05F,Disney Mobile on docomo,SHARP,シャープ,2014/5/29,FOMA HIGHSPEED,MSM8974 2.2GHz （Quad Core）,2GB,32GB,141,5,TFT液晶,1920×1080,"16,777,216",-,Y,N,Y,Y,N,Y,Y,N,Y,2014/6/2,,,,,,,,,,,,
docomo,SH-06D,AQUOS PHONE,SHARP,シャープ,2012/3/23,FOMA HIGHSPEED,Texas Instruments OMAP4460 1.2GHz,1GB,8GB,145,4.5,NewモバイルASV液晶,1280×720,"16,777,216",-,Y,Y,Y,Y,N,Y,Y,Y,Y,2012/3/27,,,,,,,,,,,,
docomo,SH-06D,NERV,SHARP,シャープ,2012/6/29,FOMA HIGHSPEED,Texas Instruments OMAP4460 1.2GHz,1GB,8GB,145,4.5,NewモバイルASV液晶,1280×720,"16,777,216",-,Y,Y,Y,Y,N,Y,Y,N,Y,2012/7/2,,,,,,,,,,,,
docomo,SH-06E,AQUOS PHONE ZETA,SHARP,シャープ,2013/5/24,FOMA HIGHSPEED,APQ8064T 1.7GHz （Quad Core）,2GB,32GB,157,4.8,Super LCD3,1920×1080,"16,777,216",-,Y,Y,Y,Y,Y,Y,Y,N,Y,2013/5/28,,,,,,,,,,,,
docomo,SH-06G,AQUOS ケータイ,SHARP,シャープ,2015/6/26,FOMA HIGHSPEED,-,1GB,4GB,123,3.4,有機EL,960×540,"16,777,216",T,N,Y,Y,N,N,Y,N,N,Y,2015/6/29,,,,,,,,,,,,
docomo,SH-07D,AQUOS PHONE st,SHARP,シャープ,2012/6/7,FOMA HIGHSPEED,Qualcomm Snapdragon MSM8255 1GHz,1GB,4GB,108,3.4,NewモバイルASV液晶,854×480,"262,114",-,Y,Y,Y,Y,Y,Y,N,N,Y,2012/6/11,,,,,,,,,,,,
docomo,SH-07E,AQUOS PHONE si SH-07E,SHARP,シャープ,2013/6/21,FOMA HIGHSPEED,APQ8064T 1.7GHz （Quad Core）,2GB,32GB,131,4.3,TFT液晶,1280×720,"16,777,216",-,Y,Y,Y,N,N,Y,Y,N,Y,2013/6/24,,,,,,,,,,,,
docomo,SH-09D,AQUOS PHONE ZETA,SHARP,シャープ,2012/6/29,FOMA HIGHSPEED,Qualcomm Snapdragon MSM8960 1.5GHz,1GB,16GB,142,4.7,Super CG Silicon液晶,1280×720,"16,777,216",-,Y,Y,Y,Y,Y,Y,N,N,Y,2012/7/2,,,,,,,,,,,,
docomo,SH-10B,LYNX,SHARP,シャープ,2010/7/23,FOMA HIGHSPEED,Qualcomm Snapdragon QSD8250 1GHz,256MB,4.5GB,230,5,NewモバイルASV液晶,960×480,"65,536",Q,N,Y,Y,Y,N,N,N,N,N,2011/7/11,,,,,,,,,,,,
docomo,SH-10D,AQUOS PHONE sv,SHARP,シャープ,2012/8/30,FOMA HIGHSPEED,Qualcomm Snapdragon MSM8960 1.5GHz,1GB,8GB,138,4.5,Super CG Silicon液晶,1280×720,"16,777,216",-,Y,Y,Y,Y,N,Y,Y,N,Y,2012/8/31,,,,,,,,,,,,
docomo,SH-12C,AQUOS PHONE,SHARP,シャープ,2011/5/20,FOMA HIGHSPEED,Qualcomm Snapdragon MSM8255T 1.4GHz,512MB,2GB,138,4.2,NewモバイルASV液晶,960×540,"262,144",-,Y,Y,Y,Y,N,Y,N,N,N,2011/7/11,,,,,,,,,,,,
docomo,SH-13C,AQUOS PHONE f,SHARP,シャープ,2011/8/6,FOMA HIGHSPEED,Qualcomm Snapdragon MSM8255 1GHz,512MB,2GB,121,3.7,モバイルASV液晶,960×540,"262,144",-,Y,Y,Y,Y,Y,N,N,N,Y,2011/9/9,,,,,,,,,,,,
docomo,SO-01B,Xperia,SonyEricsson,ソニー・エリクソン・モバイルコミュニケーションズ,2010/4/1,FOMA HIGHSPEED,Qualcomm Snapdragon QSD8250 1GHz,384MB,1GB,139,4,TFT液晶,854×480,"65,536",-,N,N,Y,Y,N,N,N,N,N,2011/7/11,,,,,,,,,,,,
docomo,SO-01C,Xperia arc,SonyEricsson,ソニー・エリクソン・モバイルコミュニケーションズ,2011/3/24,FOMA HIGHSPEED,Qualcomm Snapdragon MSM8255 1GHz,512MB,1GB,118,4.2,TFT液晶,854×480,"16,777,216",-,N,N,Y,Y,N,N,N,N,N,2011/7/11,,,,,,,,,,,,
docomo,SO-01D,Xperia PLAY,SonyEricsson,ソニー・エリクソン・モバイルコミュニケーションズ,2011/10/26,FOMA HIGHSPEED,Qualcomm Snapdragon MSM8255 1GHz,512MB,1GB,175,4,TFT液晶,854×480,"16,777,216",ゲームキーパッド,Y,N,Y,Y,N,N,N,N,N,2011/11/1,,,,,,,,,,,,
docomo,SO-01E,Xperia?AX,SONY,ソニーモバイルコミュニケーションズ,2012/11/16,FOMA HIGHSPEED,Qualcomm Snapdragon MSM8960 1.5GHz,1GB,16GB,120,4.3,TFT液晶,1280×720,"16,777,216",-,Y,Y,Y,Y,N,Y,N,N,Y,2012/11/16,,,,,,,,,,,,
docomo,SO-01F,Xperia Z1,SONY,ソニーモバイルコミュニケーションズ,2013/10/24,FOMA HIGHSPEED,MSM8974 2.2GHz （Quad Core）,2GB,32GB,171,5,トリルミナスディスプレイ for mobile,1920×1080,"16,777,216",-,Y,Y,Y,Y,N,Y,Y,N,Y,2013/10/25,,,,,,,,,,,,
docomo,SO-01G,Xperia Z3,SONY,ソニーモバイルコミュニケーションズ,2014/10/23,FOMA HIGHSPEED,MSM8974AC 2.5GHz（Quad Core）,3GB,32GB,152,5.2,TFT液晶,1920×1080,"16,777,216",-,Y,N,Y,Y,N,Y,Y,N,Y,2014/10/27,,,,,,,,,,,,
docomo,SO-01H,Xperia Z5,SONY,ソニーモバイルコミュニケーションズ,2015/10/29,FOMA HIGHSPEED,MSM8994 2.0GHz + 1.5GHz（Octa Core）,3GB,32GB,154,5.2,トリルミナスディスプレイ for mobile,1920×1080,"16,777,216",-,Y,N,Y,Y,N,Y,Y,N,Y,2015/11/2,,,,,,,,,,,,
docomo,SO-01J,Xperia XZ,SONY,ソニーモバイルコミュニケーションズ,2016/11/2,FOMA HIGHSPEED,MSM8996 2.2GHz（Quad Core）＋1.6GHz（Quad Core）,3GB,32GB,161,5.2,トリルミナスディスプレイ for mobile,1920×1080,"16,777,216",-,Y,N,Y,Y,N,Y,N,N,Y,2016/11/8,,,,,,,,,,,,
docomo,SO-01K,Xperia XZ1,SONY,ソニーモバイルコミュニケーションズ,2017/11/10,FOMA HIGHSPEED,MSM8998 2.45GHz（Quad Core）＋1.9GHz（Quad Core）,4GB,64GB,156,5.2,トリルミナスディスプレイ for mobile,1920×1080,"16,777,216",-,Y,N,Y,Y,N,Y,N,N,Y,2017/11/15,,,,,,,,,,,,
docomo,SO-01L,Xperia XZ3,SONY,ソニーモバイルコミュニケーションズ,2018/11/9,FOMA HIGHSPEED,SDM845 2.8GHz（Quad Core）＋1.8Ghz（Quad Core）,4GB,64GB,193,6,OLED,2880×1440,"16,777,216",-,Y,N,Y,Y,Y,Y,N,N,Y,2018/11/13,,,,,,,,,,,,
docomo,SO-02C,Xperia acro,SonyEricsson,ソニー・エリクソン・モバイルコミュニケーションズ,2011/7/9,FOMA HIGHSPEED,Qualcomm Snapdragon MSM8655 1.0GHz,512MB,1GB,135,4.2,TFT液晶,854×480,"262,144",-,N,Y,Y,Y,N,Y,N,N,N,2011/7/11,,,,,,,,,,,,
docomo,SO-02D,Xperia NX,SonyEricsson,ソニー・エリクソン・モバイルコミュニケーションズ,2012/2/24,FOMA HIGHSPEED,Qualcomm Snapdragon MSM8260 1.5GHz,1GB,32GB,144,4.3,TFT液晶,1280×720,"16,777,216",-,Y,N,Y,Y,N,N,N,N,N,2012/2/28,,,,,,,,,,,,
