キャリア,機種名,ニックネーム,メーカー（ロゴ）,メーカー（社名）,発売日,通信方式,プロセッサ,RAM,ROM,質量[g],画面サイズ（インチ）,ディスプレイ種別,画面解像度（縦×横）,液晶最大表示色数,ハードウェアキー,テザリング,赤外線,GPS,電子コンパス,非接触充電（ワイヤレス給電/おくだけ充電）,ワンセグ,マルチメディア放送（モバキャス）,3D,防水,データ更新日,,,,,,,,,,,,
Y!mobile,S01SH,EM･ONE α,SHARP,シャープ,2007/3/31,HSPA/W-CDMA,Marvell PXA270 520MHz,128MB,512MB,250,4.1,モバイルASV液晶,800×480,"65,536",Q,N,N,N,N,N,Y,N,N,N,2014/9/1,,,,,,,,,,,,
Y!mobile,S1,Android One,SHARP,シャープ,2017/2/24,W-CDMA,MSM8937 1.4GHz（Quad Core）＋1.1GHz（Quad Core）,2GB,16GB,134,5,IGZO,1920×1080,"16,777,216",-,Y,N,Y,Y,N,N,N,N,Y,2017/3/1,,,,,,,,,,,,
Y!mobile,S11HT,EMONSTER,HTC,HTC NIPPON,2008/3/28,HSDPA/W-CDMA,Qualcomm MSM7200 400MHz,128MB,256MB,190,2.8,TFT液晶,320×240,"65,536",Q,N,N,Y,N,N,N,N,N,N,2016/10/26,,,,,,,,,,,,
Y!mobile,S12HT,EMONSTER lite,HTC,HTC NIPPON,2008/7/19,HSDPA/W-CDMA,Qualcomm MSM7200 400MHz,128MB,256MB,120,2.6,TFT液晶,320×240,"65,536",T,N,N,Y,N,N,N,N,N,N,2014/9/1,,,,,,,,,,,,
Y!mobile,S2,Android One,KYOCERA,京セラ,2017/3/10,W-CDMA,MSM8917 1.4GHz（Quad Core）,2GB,16GB,142,5,TFT液晶,1280×720,"16,777,216",-,Y,N,Y,Y,N,N,N,N,Y,2017/3/15,,,,,,,,,,,,
Y!mobile,S21HT,TOUCH DIAMOND,HTC,HTC NIPPON,2008/10/10,HSDPA/W-CDMA,Qualcomm MSM7201A 528MHz,192MB,256MB,98,2.8,TFT液晶,640×480,"65,536",-,N,N,Y,N,N,N,N,N,N,2014/9/1,,,,,,,,,,,,
Y!mobile,S22HT,Dual Diamond,HTC,HTC NIPPON,2008/12/20,HSDPA/W-CDMA,Qualcomm MSM7225 528MHz,256MB,256MB,140,2.4,TFT液晶,320×240,"65,536",Q/T,N,N,Y,N,N,N,N,N,N,2014/9/1,,,,,,,,,,,,
Y!mobile,S3,Android One,SHARP,シャープ,2018/1/19,W-CDMA,MSM8937 1.4GHz（Quad Core）＋1.1GHz（Quad Core）,3GB,32GB,143,5,IGZO,1920×1080,"16,777,216",-,Y,N,Y,Y,N,N,N,N,Y,2018/1/23,,,,,,,,,,,,
Y!mobile,S31HT,Aria,HTC,HTC NIPPON,2010/12/17,HSPA/W-CDMA,Qualcomm MSM7227 600MHz,384MB,512MB,115,3.2,TFT液晶,480×320,"65,536",-,Y,N,Y,Y,N,N,N,N,N,2014/9/1,,,,,,,,,,,,
Y!mobile,S31HW,Pocket WiFi S,Huawei,ファーウェイ・テクノロジーズ,2011/1/14,HSPA/W-CDMA,Qualcomm MSM7225 528MHz,256MB,512MB,105,2.8,TFT液晶,320×240,-,-,Y,N,Y,Y,N,N,N,N,N,2014/9/1,,,,,,,,,,,,
Y!mobile,S4,Android One,KYOCERA,京セラ,2018/2/8,W-CDMA,MSM8937 1.4GHz（Quad Core）＋1.1GHz（Quad Core）,3GB,32GB,130,5,TFT液晶,1920×1080,"16,777,216",-,Y,Y,Y,Y,N,N,N,N,Y,2018/11/9,,,,,,,,,,,,
Y!mobile,S41HW,Pocket WiFi S II,Huawei,ファーウェイ・テクノロジーズ,2011/7/14,HSPA/W-CDMA,Qualcomm MSM7227 600MHz,256MB,512MB,104,3.2,TFT液晶,480×320,"262,144",-,Y,N,Y,N,N,N,N,N,N,2014/9/1,,,,,,,,,,,,
Y!mobile,S42HW,smart bar,Huawei,ファーウェイ・テクノロジーズ,2011/9/22,W-CDMA/DC-HSDPA,Qualcomm MSM7227T 800MHz,512MB,512MB,115,3,TFT液晶,800×480,-,T,Y,Y,Y,N,N,N,N,N,N,2014/9/1,,,,,,,,,,,,
Y!mobile,S51SE,Sony Ericsson mini,SonyEricsson,ソニー・エリクソン・モバイルコミュニケーションズ,2011/10/28,HSPA/W-CDMA,Qualcomm Snapdragon MSM8255 1GHz,512MB,1GB,99,3,TFT液晶,480×320,"16,777,216",-,Y,N,Y,Y,N,N,N,N,N,2014/9/1,,,,,,,,,,,,
Y!mobile,WS003SH,W-ZERO3,SHARP,シャープ,2005/12/14,-,Intel PXA270 プロセッサ416MHz,64MB,128MB,220,3.7,モバイルASV液晶,640×480,"65,536",Q,N,N,N,N,N,N,N,N,N,2014/9/1,,,,,,,,,,,,
Y!mobile,WS004SH,W-ZERO3,SHARP,シャープ,2006/6/22,-,Intel PXA270 プロセッサ416MHz,64MB,256MB,220,3.7,モバイルASV液晶,640×480,"65,536",Q,N,N,N,N,N,N,N,N,N,2014/9/1,,,,,,,,,,,,
Y!mobile,WS007SH,W-ZERO3[es],SHARP,シャープ,2006/7/27,-,Intel PXA270 プロセッサ416MHz,64MB,128MB,175,2.8,モバイルASV液晶,640×480,"65,536",Q/T,N,N,N,N,N,N,N,N,N,2014/9/1,,,,,,,,,,,,
Y!mobile,WS011SH,Advanced／W-ZERO3[es],SHARP,シャープ,2007/7/19,-,Marvell PXA270 520MHz,128MB,256MB,157,3,モバイルASV液晶,800×480,"65,536",Q/T,N,Y,Y,N,N,N,N,N,N,2014/9/1,,,,,,,,,,,,
Y!mobile,WS020SH,WILLCOM 03,SHARP,シャープ,2008/6/27,-,Marvell PXA270 プロセッサ 520MHz,128MB,256MB,135,3,モバイルASV液晶,800×480,"65,536",Q/T　※イルミネーションキーで、「カーソルキーモード」「ダイヤルキーモード」切り替え,N,Y,Y,N,N,N,N,N,N,2014/9/1,,,,,,,,,,,,
Y!mobile,WS027SH,HYBRID W-ZERO3,SHARP,シャープ,2010/1/28,W-CDMA,Qualcomm MSM7200A 528MHz,256MB,512MB,158,3.5,モバイルASV液晶,854×480,"262,144",T,N,Y,Y,Y,N,N,N,N,N,2014/9/1,,,,,,,,,,,,
Y!mobile,WX04K,DIGNO DUAL,KYOCERA,京セラ,2012/6/21,W-CDMA/PHS,Renesas R-Mobile APE5R 1.2GHz,1GB,2GB,148,4,TFT液晶,800×480,"16,777,216",-,N,Y,Y,Y,N,Y,N,N,Y,2014/9/1,,,,,,,,,,,,
Y!mobile,WX04SH,AQUOS PHONE es,SHARP,シャープ,2013/9/19,ULTRA SPEED,Qualcomm Snapdragon MSM8260A １.5GHz  dual core,1GB,8GB,120,4,TFT液晶,854×480,"16,777,216",-,Y,Y,Y,Y,N,Y,N,N,Y,2014/9/1,,,,,,,,,,,,
Y!mobile,WX05SH,AQUOS PHONE ef,SHARP,シャープ,2014/3/6,ULTRA SPEED,MSM8260A 1.5GHz（Dual Core）,1GB,8GB,120,4,TFT液晶,854×480,"16,777,216",-,Y,Y,Y,Y,N,Y,N,N,Y,2016/11/8,,,,,,,,,,,,
Y!mobile,WX06K,HONEY BEE,KYOCERA,京セラ,2012/8/23,ULTRA SPEED,Renesas Electronics MP5225 1.2GHz,512MB,2GB,133,3.5,TFT液晶,800×480,"16,777,216",-,N,Y,Y,Y,N,N,N,N,Y,2014/9/1,,,,,,,,,,,,
Y!mobile,WX10K,DIGNO DUAL 2,KYOCERA,京セラ,2013/7/18,W-CDMA/PHS,Qualcomm Snapdragon S4 MSM8960 1.5GHz dual core,1.5GB,16GB,134,4.7,TFT液晶,1280×720,"16,777,216",-,Y,Y,Y,Y,N,Y,N,N,Y,2014/9/1,,,,,,,,,,,,
Y!mobile,X1,Android One,SHARP,シャープ,2017/6/30,W-CDMA,MSM8940 1.4GHz（Quad Core）＋1.1Ghz（Quad Core）,3GB,32GB,169,5.3,IGZO,1920×1080,"16,777,216",-,Y,N,Y,Y,N,Y,N,N,Y,2017/7/4,,,,,,,,,,,,
Y!mobile,X2,Android One,HTC,HTC Corporation,2017/12/7,W-CDMA,SDM630 2.2GHz（Quad Core）＋1.8Ghz（Quad Core）,4GB,64GB,142,5.2,TFT液晶,1920×1080,"16,777,216",-,Y,N,Y,Y,N,N,N,N,Y,2017/12/11,,,,,,,,,,,,
Y!mobile,X3,Android One,KYOCERA,京セラ,2018/1/25,W-CDMA,SDM630 2.2GHz（Quad Core）＋1.8Ghz（Quad Core）,3GB,32GB,150,5.2,TFT液晶,1920×1080,"16,777,216",-,Y,Y,Y,Y,N,Y,N,N,Y,2018/1/30,,,,,,,,,,,,
Y!mobile,X4,Android One,SHARP,シャープ,2018/6/7,W-CDMA,SDM630 2.2GHz（Quad Core）＋1.8GHz（Quad Core）,3GB,32GB,157,5.5,IGZO,2160×1080,"16,777,216",-,Y,N,Y,Y,N,Y,N,N,Y,2018/6/12,,,,,,,,,,,,
Y!mobile,X5,Android One,LG,LGエレクトロニクス・ジャパン,2018/12/13,W-CDMA,MSM8998 2.45GHz（Quad Core）＋1.9GHz（Quad Core）,4GB,32GB,158,6.1,IGZO,3120×1440,"16,777,216",-,Y,N,Y,Y,N,N,N,N,Y,2018/12/15,,,,,,,,,,,,
